fixation_omission_rate,fixation_regression_rate,max_regression_distance,max_skip_distance,mean_FFD,mean_GD,mean_GPT,mean_TRT,mean_meanPupilSize,mean_nFixations,participant_id,regressed_words,regressed_words_count,regression_pairs,sentence_content,sentence_id,sentence_length,skip_pairs,skipped_words,skipped_words_count,word_regression_rate,word_sequence,word_skip_rate
0.3333333333333333,0.5384615384615384,2,4,106.5,150.4,185.7,150.4,824.525,1.3,ZGW,"3,8",2,"(5,3); (10,8)","With his interest in race cars, he formed a second company, the Henry Ford Company.",0,15,"(1,4); (3,7); (7,9); (8,13)","2,3,4,5,6,8,9,10,11,12",10,0.13333333333333333,"1,4,5,3,7,9,10,8,13,13,13,13,2",0.6666666666666666
0.4074074074074074,0.3888888888888889,0,19,88.8125,119.625,470.5625,217.5,804.615625,2.25,ZGW,,0,,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",1,27,"(2,4); (4,6); (6,26)","3,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25",21,0.0,"1,2,4,6,26,26",0.7777777777777778
0.17391304347826086,0.4358974358974359,2,2,108.6842105263158,113.3157894736842,392.3157894736842,210.6315789473684,816.5964912280702,2.0526315789473686,ZGW,"8,17,20",3,"(9,8); (18,17); (22,20)","Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",2,23,"(2,5); (6,9); (8,10); (10,12); (12,15); (15,18); (17,19); (20,22); (20,22)","3,4,7,8,9,11,13,14,16,17,18,21",12,0.13043478260869565,"1,2,5,6,9,8,10,12,15,18,17,19,20,20,22,20,22,13",0.5217391304347826
0.35135135135135137,0.35,0,8,120.125,123.54166666666667,318.125,192.66666666666666,778.4444444444443,1.6666666666666667,ZGW,,0,,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,37,"(2,8); (8,17); (17,19)","3,4,5,6,7,9,10,11,12,13,14,15,16,18",14,0.0,"1,1,2,8,17,19,1",0.3783783783783784
0.52,0.2608695652173913,2,8,99.66666666666667,131.25,284.9166666666667,223.83333333333334,812.8194444444445,1.9166666666666667,ZGW,"10,20",2,"(11,10); (22,20)","These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",4,25,"(2,4); (4,7); (7,11); (13,15); (15,18); (18,20); (20,22); (20,24); (2,4); (4,13)","3,5,6,7,8,9,10,11,12,14,16,17,19,21,22,23",16,0.08,"2,2,4,7,7,11,10,11,12,13,15,15,18,20,22,20,24,2,4,4,13",0.64
0.21212121212121213,0.43103448275862066,2,8,100.61538461538461,150.92307692307693,271.65384615384613,234.07692307692307,749.646794871795,2.230769230769231,ZGW,"3,5,6,13,15,16,28,30,31",9,"(5,3); (8,6); (6,5); (5,3); (15,13); (17,16); (29,28); (31,30); (32,30); (16,15); (15,13); (32,31)","Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",5,33,"(2,5); (3,5); (5,7); (3,6); (6,8); (9,11); (11,14); (13,17); (16,18); (18,20); (21,23); (24,26); (27,29); (28,31); (23,31); (30,32); (30,32); (13,16); (16,23); (23,32)","3,4,5,6,7,10,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31",25,0.2727272727272727,"1,2,5,3,5,7,8,6,5,3,6,8,8,9,11,14,15,15,13,17,17,16,18,20,21,23,23,24,26,27,27,27,27,27,27,27,27,27,27,29,28,31,23,23,31,30,32,30,32,24,16,15,13,16,23,32,31,15",0.7575757575757576
0.46153846153846156,0.5,0,0,96.28571428571429,96.28571428571429,313.0,179.71428571428572,830.3809523809524,1.7142857142857142,ZGW,,0,,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",6,13,,,0,0.0,3,0.0
0.5,0.3125,5,10,99.54545454545455,110.27272727272727,211.9090909090909,155.27272727272728,827.1136363636364,1.4545454545454546,ZGW,"11,15",2,"(20,15); (12,11)",There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,7,22,"(6,8); (9,20); (15,18); (18,21); (10,12)","7,10,11,12,13,14,15,16,17,18,19,20",12,0.09090909090909091,"6,8,9,20,15,15,18,21,10,12,11,11",0.5454545454545454
0.17073170731707318,0.3917525773195876,4,13,99.47058823529412,104.55882352941177,386.05882352941177,277.5882352941176,792.4323529411764,2.8529411764705883,ZGW,"1,2,3,4,7,9,11,14,17,19,20,21,22,23,24,25",16,"(3,2); (5,1); (4,1); (5,4); (4,3); (5,3); (3,2); (15,14); (12,11); (21,20); (21,20); (22,21); (27,23); (27,25); (25,24); (25,24); (25,22); (22,21); (21,20); (21,19); (19,17); (10,9); (9,7); (9,7)","This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",8,41,"(1,3); (2,5); (1,4); (1,4); (3,5); (2,5); (12,15); (14,18); (12,16); (16,18); (20,22); (25,27); (24,26); (24,27); (27,40); (34,37); (12,22); (22,26); (26,29); (30,33); (33,37); (22,24); (24,26); (26,40); (2,4); (4,6); (7,10); (7,14); (14,20); (7,17); (18,29)","2,3,4,5,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39",36,0.3902439024390244,"1,3,2,5,1,4,1,4,5,4,3,5,3,2,5,6,7,8,9,10,10,11,12,15,14,18,12,11,12,16,18,19,19,20,21,20,21,20,22,21,22,23,24,25,27,23,24,26,27,25,25,24,27,40,34,37,25,24,25,22,21,20,21,19,17,11,12,22,26,29,30,33,37,38,22,24,26,40,12,2,4,6,7,10,10,9,7,14,20,9,7,17,18,29,30,31,24",0.8780487804878049
0.2,0.3283582089552239,3,9,120.70833333333333,129.91666666666666,352.8333333333333,309.0833333333333,751.9320436507937,2.7916666666666665,ZGW,"0,3,4,5,16,19,20,21,23,27",10,"(7,5); (7,4); (17,16); (21,20); (22,21); (21,20); (24,23); (23,21); (21,20); (1,0); (4,3); (20,19); (29,27)","Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H.",9,30,"(1,3); (4,7); (5,7); (5,8); (10,20); (13,16); (17,19); (19,21); (20,22); (20,23); (22,24); (27,29); (21,24); (0,4); (3,6); (10,13); (14,16); (17,19); (21,23); (24,26); (26,29); (27,29)","1,2,3,4,5,6,7,11,12,13,14,15,16,17,18,19,20,21,22,23,25,27,28",23,0.3333333333333333,"0,1,3,4,7,5,7,4,5,8,8,9,10,20,13,16,16,17,16,17,19,21,20,22,21,20,23,24,23,21,20,21,22,24,25,26,27,29,20,21,24,25,26,1,0,4,3,6,7,8,9,10,13,14,16,17,19,20,19,20,21,23,24,26,29,27,29",0.7666666666666667
