fixation_omission_rate,fixation_regression_rate,max_regression_distance,max_skip_distance,mean_FFD,mean_GD,mean_GPT,mean_TRT,mean_meanPupilSize,mean_nFixations,participant_id,regressed_words,regressed_words_count,regression_pairs,sentence_content,sentence_id,sentence_length,skip_pairs,skipped_words,skipped_words_count,word_regression_rate,word_sequence,word_skip_rate
0.13333333333333333,0.4,2,2,133.23076923076923,144.76923076923077,258.84615384615387,195.6153846153846,1007.4230769230769,1.5384615384615385,ZJM,"2,4,5,11,12",5,"(6,5); (13,12); (12,11); (5,4); (4,2)","With his interest in race cars, he formed a second company, the Henry Ford Company.",0,15,"(0,2); (4,6); (7,9); (10,13); (11,13)","1,5,8,11,12",5,0.3333333333333333,"0,2,3,4,6,5,6,7,9,10,10,13,12,11,13,5,4,2",0.3333333333333333
0.14814814814814814,0.30612244897959184,3,9,130.2173913043478,169.1304347826087,381.5217391304348,267.6521739130435,954.4891304347827,2.130434782608696,ZJM,"0,5,9,13,14,18,21,24",8,"(6,5); (12,9); (15,14); (20,18); (22,21); (26,24); (14,13); (2,0)","During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",1,27,"(0,10); (8,12); (10,12); (15,17); (17,20); (21,24); (24,26); (0,4); (5,7); (7,15)","1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,18,19,22,23,25",20,0.2962962962962963,"0,10,2,3,4,4,4,5,5,6,5,6,7,7,7,8,12,9,10,12,13,14,15,14,15,17,17,20,18,19,19,20,21,22,21,24,25,26,26,24,26,14,13,2,0,4,5,7,15",0.7407407407407407
0.13043478260869565,0.3,2,6,115.0,148.95,274.55,246.5,987.6125,2.0,ZJM,"6,10,17",3,"(8,6); (11,10); (18,17)","Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",2,23,"(2,5); (5,7); (6,8); (9,11); (13,15); (2,5); (5,9); (9,13); (13,15); (15,22)","3,4,6,7,8,10,11,12,14,16,17,18,19,20,21",15,0.13043478260869565,"1,1,2,5,7,8,6,8,9,11,10,10,11,12,13,13,13,15,16,17,18,17,18,19,20,20,20,20,21,22,13,2,2,5,9,13,15,22,14,2",0.6521739130434783
0.10810810810810811,0.3707865168539326,3,19,116.78787878787878,179.27272727272728,357.75757575757575,334.6363636363636,962.7500721500721,2.696969696969697,ZJM,"1,2,3,4,5,7,9,11,19,20,25,28",12,"(3,2); (2,1); (7,5); (7,5); (10,9); (2,1); (14,11); (20,19); (2,1); (21,20); (26,25); (29,28); (7,4); (4,3); (9,7); (21,19)","In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,37,"(3,5); (5,7); (5,7); (1,11); (12,14); (11,13); (14,16); (17,20); (1,21); (20,22); (29,31); (2,5); (5,7); (3,9); (9,11); (11,14); (14,16); (16,21)","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,30",21,0.32432432432432434,"1,1,1,2,2,3,2,1,2,3,3,5,6,7,5,7,5,7,8,9,9,9,10,10,10,9,1,1,2,1,11,12,14,11,13,14,14,16,16,17,17,17,17,17,20,19,19,2,1,21,20,22,23,24,25,26,25,26,27,28,29,28,29,31,31,32,33,34,35,36,22,1,2,5,7,4,3,9,7,8,9,11,14,14,16,21,19,19,1",0.5675675675675675
0.24,0.3333333333333333,3,2,96.94736842105263,152.05263157894737,235.1578947368421,178.21052631578948,978.877192982456,1.736842105263158,ZJM,"1,9,18,22",4,"(10,9); (19,18); (23,22); (4,1)","These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",4,25,"(0,2); (2,4); (5,7); (7,10); (9,11); (13,15); (16,19); (18,20); (20,23); (1,3)","1,2,3,6,8,9,10,14,17,18,19,21,22",13,0.16,"0,2,2,4,4,5,7,7,10,10,9,11,11,11,12,13,15,15,15,16,19,18,18,18,20,23,22,4,1,1,3,4",0.52
0.09090909090909091,0.4125,4,19,116.63333333333334,172.63333333333333,330.6333333333333,290.96666666666664,960.1638888888888,2.6666666666666665,ZJM,"0,3,6,10,12,13,15,20,23,24,25,28,29,30",14,"(5,3); (8,6); (13,10); (14,13); (16,15); (21,20); (1,0); (27,23); (29,28); (31,29); (29,25); (25,24); (32,30); (13,12)","Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",5,33,"(0,2); (2,5); (3,5); (6,8); (6,8); (9,13); (10,12); (12,14); (13,16); (15,17); (19,21); (0,3); (3,23); (24,26); (23,28); (28,30); (24,26); (28,30); (12,21); (21,23)","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,29",27,0.42424242424242425,"0,2,2,5,3,5,5,6,8,8,8,6,8,8,8,8,8,9,13,10,12,14,13,16,15,15,15,17,18,19,21,20,21,22,23,23,23,23,23,1,0,3,23,24,26,26,26,27,27,27,23,23,23,28,29,28,30,31,29,25,24,26,27,27,28,28,28,30,31,32,30,30,31,13,12,21,23,1,1",0.8181818181818182
0.23076923076923078,0.3888888888888889,2,2,105.7,105.7,253.7,189.8,1031.5333333333333,1.8,ZJM,"2,5,7,10",4,"(6,5); (8,7); (11,10); (4,2)","In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",6,13,"(1,3); (3,5); (6,8); (8,11); (2,5)","2,3,4,7,9,10",6,0.3076923076923077,"1,3,5,6,5,5,6,8,7,8,8,11,10,11,4,2,5",0.46153846153846156
0.13636363636363635,0.3333333333333333,1,2,96.78947368421052,111.21052631578948,212.26315789473685,178.42105263157896,1057.3026315789473,1.5789473684210527,ZJM,"0,1,2,10,11,19",6,"(2,1); (1,0); (3,2); (11,10); (12,11); (20,19); (3,2)",There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,7,22,"(0,2); (0,2); (2,4); (5,7); (9,11); (11,13); (14,16); (18,20); (0,3)","1,2,3,6,10,12,15,19",8,0.2727272727272727,"0,2,1,0,2,3,2,4,5,7,7,8,9,11,10,11,12,11,13,13,14,16,17,18,20,19,0,3,2",0.36363636363636365
0.17073170731707318,0.37349397590361444,2,15,112.29411764705883,138.38235294117646,353.47058823529414,290.29411764705884,975.7808823529413,2.4411764705882355,ZJM,"1,5,6,9,11,12,13,17,20,22,23,28,29,36,38",15,"(2,1); (7,6); (6,5); (10,9); (12,11); (14,13); (13,12); (18,17); (21,20); (21,20); (29,28); (30,29); (40,38); (21,20); (24,23); (23,22); (40,38); (38,36); (37,36); (40,38)","This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",8,41,"(1,3); (5,7); (5,7); (7,9); (13,15); (15,17); (19,21); (12,22); (22,24); (26,29); (28,30); (30,32); (33,35); (37,40); (12,21); (20,22); (22,24); (22,24); (24,40); (36,40); (2,6)","2,3,4,5,6,8,13,14,15,16,17,18,19,20,21,23,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39",31,0.36585365853658536,"1,2,1,3,4,5,7,6,5,7,7,9,10,9,10,10,10,11,11,12,11,12,13,14,13,12,13,15,17,18,17,18,18,19,21,20,20,21,20,21,21,12,22,22,24,25,26,26,29,28,30,29,29,30,32,33,35,36,37,40,38,38,21,12,21,20,22,22,24,23,22,22,24,40,38,36,37,36,40,38,2,2,6",0.7560975609756098
0.13333333333333333,0.3181818181818182,2,28,106.6923076923077,134.26923076923077,205.69230769230768,187.34615384615384,939.1858974358976,1.6923076923076923,ZJM,"18,19,20,22,23",5,"(19,18); (20,19); (21,20); (25,23); (23,22)","Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H.",9,30,"(0,3); (5,7); (11,13); (14,16); (17,19); (20,22); (22,24); (22,25); (0,29)","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28",28,0.16666666666666666,"0,3,4,5,7,8,8,9,10,10,10,11,13,14,16,16,17,19,18,19,20,19,20,21,20,22,22,24,25,23,22,25,25,26,27,27,28,29,0,0,29,29,1",0.9333333333333333
