fixation_omission_rate,fixation_regression_rate,max_regression_distance,max_skip_distance,mean_FFD,mean_GD,mean_GPT,mean_TRT,mean_meanPupilSize,mean_nFixations,participant_id,regressed_words,regressed_words_count,regression_pairs,sentence_content,sentence_id,sentence_length,skip_pairs,skipped_words,skipped_words_count,word_regression_rate,word_sequence,word_skip_rate
0.2,0.2857142857142857,2,1,108.33333333333333,108.33333333333333,126.83333333333333,118.5,999.0416666666666,1.1666666666666667,ZAB,0,1,"(2,0)","With his interest in race cars, he formed a second company, the Henry Ford Company.",0,15,"(0,2); (4,6); (8,10); (12,14)","1,5,9,13",4,0.06666666666666667,"0,2,0,1,2,3,4,6,7,8,10,11,12,14",0.26666666666666666
0.2962962962962963,0.3103448275862069,2,1,115.26315789473684,118.73684210526316,194.3684210526316,177.47368421052633,870.5,1.5263157894736843,ZAB,"5,7,21,25",4,"(7,5); (9,7); (22,21); (26,25)","During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",1,27,"(0,2); (2,4); (5,7); (7,9); (7,9); (10,12); (12,14); (15,17); (18,20); (22,24); (24,26)","1,3,6,8,11,13,16,19,23,25",10,0.14814814814814814,"0,2,4,4,5,7,5,6,7,7,7,7,9,7,9,10,12,14,15,17,18,20,21,22,21,22,24,26,25",0.37037037037037035
0.391304347826087,0.2222222222222222,1,2,109.0,122.35714285714286,137.71428571428572,137.71428571428572,886.9464285714286,1.2857142857142858,ZAB,20,1,"(21,20)","Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",2,23,"(2,4); (4,6); (7,10); (11,13); (13,15); (15,17); (17,20); (20,22)","3,5,8,9,12,14,16,18,19,21",10,0.043478260869565216,"0,1,2,4,6,7,10,11,13,15,17,20,20,21,21,20,20,22",0.43478260869565216
0.24324324324324326,0.25,3,2,101.32142857142857,112.75,149.03571428571428,135.03571428571428,842.7916666666666,1.4285714285714286,ZAB,"4,5,19,33,34",5,"(8,5); (5,4); (35,34); (34,33); (20,19)","In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",3,37,"(0,2); (3,5); (6,8); (4,6); (6,9); (13,16); (17,19); (19,21); (23,25); (25,27); (28,31)","1,4,5,7,8,14,15,18,20,24,26,29,30",13,0.13513513513513514,"0,2,3,5,6,8,5,4,6,9,10,11,12,13,16,17,19,19,21,22,23,25,25,27,28,31,32,33,34,35,35,34,33,20,19",0.35135135135135137
0.24,0.13043478260869565,0,2,103.36842105263158,123.21052631578948,133.21052631578948,133.21052631578948,842.8333333333334,1.263157894736842,ZAB,,0,,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",4,25,"(2,4); (5,7); (13,15); (18,20); (20,23)","3,6,14,19,21,22",6,0.0,"0,1,2,4,5,7,7,7,8,9,10,11,12,13,15,15,16,17,18,20,23,24,1",0.24
0.3333333333333333,0.3333333333333333,3,4,101.5,125.18181818181819,177.1818181818182,143.95454545454547,817.7727272727273,1.5,ZAB,"2,6,12",3,"(4,2); (8,6); (15,12)","Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",5,33,"(0,2); (2,4); (2,5); (6,8); (6,9); (10,15); (12,15); (17,19); (21,23); (23,25); (26,28); (28,30)","1,3,4,7,8,11,12,13,14,18,22,24,27,29",14,0.09090909090909091,"0,0,2,4,2,5,6,8,6,9,10,10,15,12,15,16,17,19,20,21,21,23,23,25,26,28,28,28,30,31,32,15",0.42424242424242425
0.07692307692307693,0.3333333333333333,0,3,90.25,95.83333333333333,147.66666666666666,135.83333333333334,936.2916666666666,1.5,ZAB,,0,,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",6,13,"(0,2); (8,10); (1,3); (3,5); (5,9)","1,2,4,6,7,8,9",7,0.0,"0,2,3,4,5,6,7,8,8,10,11,1,3,5,9,10,11",0.5384615384615384
0.18181818181818182,0.19047619047619047,2,1,91.11111111111111,91.11111111111111,113.0,113.0,836.1666666666666,1.1666666666666667,ZAB,"7,19",2,"(8,7); (21,19)",There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,7,22,"(1,3); (5,7); (15,17); (19,21)","2,6,16,20",4,0.09090909090909091,"0,1,3,4,5,7,8,7,8,9,10,11,12,13,14,15,17,18,19,21,19",0.18181818181818182
0.21951219512195122,0.17073170731707318,1,2,96.0625,107.34375,126.90625,124.84375,835.3229166666667,1.28125,ZAB,"9,24,33",3,"(10,9); (25,24); (34,33)","This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",8,41,"(1,3); (3,5); (5,7); (12,14); (15,17); (22,24); (24,27); (31,34); (33,35); (38,40)","2,4,6,13,16,23,25,26,32,33,34,39",12,0.07317073170731707,"0,1,3,5,7,7,8,9,10,9,10,10,11,11,12,12,14,15,17,18,19,20,21,22,22,24,25,24,27,28,29,30,31,34,33,35,36,37,38,40,1",0.2926829268292683
0.23333333333333334,0.2647058823529412,5,16,94.34782608695652,101.56521739130434,147.17391304347825,141.7826086956522,848.6449275362319,1.4782608695652173,ZAB,"14,20",2,"(16,14); (25,20)","Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H.",9,30,"(1,3); (5,7); (11,13); (13,16); (21,23); (10,14); (14,16); (5,7); (8,25); (21,23); (24,27)","2,6,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26",20,0.06666666666666667,"0,1,3,4,5,7,8,8,9,10,11,13,16,16,17,18,19,20,21,23,10,14,16,14,5,7,8,25,20,21,23,24,27,28",0.6666666666666666
0.18181818181818182,0.21052631578947367,4,1,93.55555555555556,101.77777777777777,204.44444444444446,198.44444444444446,874.1851851851851,2.111111111111111,ZAB,"2,3,4,8",4,"(4,3); (9,8); (8,4); (5,2)",Henry Ford advocated long-time associate Harry Bennett to take the spot.,10,11,"(6,8); (2,4); (4,6)","3,5,7",3,0.36363636363636365,"0,1,2,3,3,4,3,4,5,6,8,9,8,4,5,2,4,6",0.2727272727272727
0.2,0.2608695652173913,2,1,103.0,107.5,197.5,143.5,934.375,1.4375,ZAB,"0,17",2,"(1,0); (19,17)","Edsel's widow Eleanor, who had inherited Edsel's voting stock, wanted her son Henry Ford II to take over the position.",11,20,"(9,11); (13,15); (15,17); (17,19)","10,14,16,18",4,0.1,"0,1,0,1,2,3,4,5,6,7,8,9,9,11,12,13,15,17,19,17,1,1",0.2
0.25,0.21428571428571427,2,3,103.25,110.0,126.58333333333333,123.16666666666667,876.125,1.1666666666666667,ZAB,3,1,"(5,3)","In 1879, he left home for the nearby city of Detroit to work as an apprentice machinist, first with James F. Flower & Bros., and later with the Detroit Dry Dock Co.",12,32,"(2,4); (3,7); (8,10); (12,15); (19,21); (22,24); (25,27)","3,4,5,6,9,13,14,20,23,26",10,0.03125,"0,1,2,4,5,3,7,8,10,11,12,12,15,16,17,18,19,21,22,24,25,27,28,28,29,30,0,1",0.3125
0.25,0.25,1,34,85.33333333333333,92.66666666666667,112.0,100.29629629629629,925.8395061728394,1.1851851851851851,ZAB,15,1,"(16,15)","Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",13,36,"(2,5); (5,7); (10,12); (12,14); (14,16); (15,17); (19,21); (21,23); (25,28); (32,34); (0,35)","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34",34,0.027777777777777776,"0,1,2,2,5,7,8,9,10,12,14,16,15,17,18,19,21,23,24,25,28,28,29,30,31,32,34,35,13,0,0,35",0.9444444444444444
0.09090909090909091,0.13333333333333333,4,2,102.3,102.3,182.4,142.7,930.0166666666667,1.5,ZAB,"3,8",2,"(7,3); (9,8)",He is of three quarters Irish and one quarter French descent.,14,11,"(0,2); (2,4); (6,9); (8,10)","1,3,7,8,9",5,0.18181818181818182,"0,2,4,5,6,7,3,4,4,5,6,9,8,10",0.45454545454545453
0.2708333333333333,0.2553191489361702,2,10,102.25714285714285,130.4857142857143,135.11428571428573,135.11428571428573,849.2190476190476,1.3428571428571427,ZAB,2,1,"(4,2)","Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",15,48,"(2,4); (2,5); (5,7); (0,11); (15,17); (21,23); (23,25); (25,27); (27,30); (33,36); (40,42); (44,46)","1,2,3,4,5,6,7,8,9,10,16,22,24,26,28,29,34,35,41,45",20,0.020833333333333332,"0,0,1,2,4,2,5,7,8,9,0,11,12,13,14,14,15,17,18,19,19,20,21,23,23,25,25,27,27,27,30,31,32,33,36,37,38,39,39,40,42,42,43,43,44,46,47",0.4166666666666667
0.2631578947368421,0.1111111111111111,1,2,112.85714285714286,127.14285714285714,151.71428571428572,137.21428571428572,849.6428571428571,1.2857142857142858,ZAB,17,1,"(18,17)","When Baldwin was young, he had a job as a busboy at famous New York City disco Studio 54.",16,19,"(0,2); (2,5); (6,9); (12,14)","1,3,4,7,8,13",6,0.05263157894736842,"0,2,5,6,9,10,11,12,12,14,14,15,16,17,18,17,18",0.3157894736842105
