participant_id,sentence_id,sentence_content,sentence_length,word_sequence,skipped_words,regressed_words,skip_pairs,regression_pairs,skipped_words_count,regressed_words_count,word_skip_rate,word_regression_rate,skipped_then_regressed_proportion,max_skip_distance,max_regression_distance,fixation_omission_rate,fixation_regression_rate,mean_FFD,mean_GD,mean_GPT,mean_TRT,mean_nFixations,mean_meanPupilSize
ZGW,0,"With his interest in race cars, he formed a second company, the Henry Ford Company.",15,"1,4,5,3,7,9,10,8,13,13,13,13,2","2,3,4,5,6,8,9,10,11,12","3,8","(1,4); (3,7); (7,9); (8,13)","(5,3); (10,8)",10,2,0.6666666666666666,0.13333333333333333,1.0,4,2,0.3333333333333333,0.5384615384615384,106.5,150.4,185.7,150.4,1.3,824.525
ZGW,1,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",27,"1,2,4,6,26,26","3,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25",,"(2,4); (4,6); (6,26)",,21,0,0.7777777777777778,0.0,0.0,19,0,0.4074074074074074,0.3888888888888889,88.8125,119.625,470.5625,217.5,2.25,804.615625
ZGW,2,"Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",23,"1,2,5,6,9,8,10,12,15,18,17,19,20,20,22,20,22,13","3,4,7,8,9,11,13,14,16,17,18,21","8,17,20","(2,5); (6,9); (8,10); (10,12); (12,15); (15,18); (17,19); (20,22)","(9,8); (18,17); (22,20)",12,3,0.5217391304347826,0.13043478260869565,0.6666666666666666,2,2,0.17391304347826086,0.4358974358974359,108.6842105263158,113.3157894736842,392.3157894736842,210.6315789473684,2.0526315789473686,816.5964912280702
ZGW,3,"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",37,"1,1,2,8,17,19,1","3,4,5,6,7,9,10,11,12,13,14,15,16,18",,"(2,8); (8,17); (17,19)",,14,0,0.3783783783783784,0.0,0.0,8,0,0.35135135135135137,0.35,120.125,123.54166666666667,318.125,192.66666666666666,1.6666666666666667,778.4444444444443
ZGW,4,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",25,"2,2,4,7,7,11,10,11,12,13,15,15,18,20,22,20,24,2,4,4,13","3,5,6,8,9,10,14,16,17,19,21,22,23","10,20","(2,4); (4,7); (7,11); (13,15); (15,18); (18,20); (20,22); (20,24)","(11,10); (22,20)",14,2,0.56,0.08,0.5,3,2,0.52,0.2608695652173913,99.66666666666667,131.25,284.9166666666667,223.83333333333334,1.9166666666666667,812.8194444444445
ZGW,5,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",33,"1,2,5,3,5,7,8,6,5,3,6,8,8,9,11,14,15,15,13,17,17,16,18,20,21,23,23,24,26,27,27,27,27,27,27,27,27,27,27,29,28,31,23,23,31,30,32,30,32,24,16,15,13,16,23,32,31,15","3,4,6,10,12,13,14,15,16,17,19,22,25,28,29,30,31","3,5,6,13,15,16,28,30,31","(2,5); (5,7); (9,11); (11,14); (13,17); (16,18); (18,20); (21,23); (24,26); (27,29); (28,31); (30,32)","(5,3); (8,6); (6,5); (5,3); (15,13); (17,16); (29,28); (31,30); (32,30); (16,15); (15,13); (32,31)",17,12,0.5151515151515151,0.36363636363636365,0.8888888888888888,3,2,0.21212121212121213,0.43103448275862066,100.61538461538461,150.92307692307693,271.65384615384613,234.07692307692307,2.230769230769231,749.646794871795
ZGW,6,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",13,3,,,,,0,0,0.0,0.0,0.0,0,0,0.46153846153846156,0.5,96.28571428571429,96.28571428571429,313.0,179.71428571428572,1.7142857142857142,830.3809523809524
ZGW,7,There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,22,"6,8,9,20,15,15,18,21,10,12,11,11","7,10,11,12,13,14,15,16,17,18,19,20","11,15","(6,8); (9,20); (15,18); (18,21); (10,12)","(20,15); (12,11)",16,2,0.7272727272727273,0.09090909090909091,1.0,10,5,0.5,0.3125,99.54545454545455,110.27272727272727,211.9090909090909,155.27272727272728,1.4545454545454546,827.1136363636364
ZGW,8,"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",41,"1,3,2,5,1,4,1,4,5,4,3,5,3,2,5,6,7,8,9,10,10,11,12,15,14,18,12,11,12,16,18,19,19,20,21,20,21,20,22,21,22,23,24,25,27,23,24,26,27,25,25,24,27,40,34,37,25,24,25,22,21,20,21,19,17,11,12,22,26,29,30,33,37,38,22,24,26,40,12,2,4,6,7,10,10,9,7,14,20,9,7,17,18,29,30,31,24","2,3,4,13,14,15,16,17,21,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39","1,2,3,4,7,9,11,14,17,19,20,21,22,23,24,25","(1,3); (2,5); (1,4); (12,15); (14,18); (12,16); (20,22); (25,27); (24,26); (27,40); (34,37); (26,29); (30,33)","(3,2); (5,1); (4,1); (5,4); (4,3); (5,3); (3,2); (15,14); (12,11); (21,20); (21,20); (22,21); (27,23); (27,25); (25,24); (25,24); (25,22); (22,21); (21,20); (21,19); (19,17); (10,9); (9,7); (9,7)",34,24,0.8292682926829268,0.5853658536585366,0.4375,12,4,0.17073170731707318,0.3917525773195876,99.47058823529412,104.55882352941177,386.05882352941177,277.5882352941176,2.8529411764705883,792.4323529411764
ZGW,9,"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H.",30,"0,1,3,4,7,5,7,4,5,8,8,9,10,20,13,16,16,17,16,17,19,21,20,22,21,20,23,24,23,21,20,21,22,24,25,26,27,29,20,21,24,25,26,1,0,4,3,6,7,8,9,10,13,14,16,17,19,20,19,20,21,23,24,26,29,27,29","2,4,5,6,7,11,12,13,14,15,16,17,18,19,20,21,22,28","0,3,4,5,16,19,20,21,23,27","(1,3); (4,7); (5,8); (10,20); (13,16); (17,19); (19,21); (20,22); (20,23); (27,29); (3,6)","(7,5); (7,4); (17,16); (21,20); (22,21); (21,20); (24,23); (23,21); (21,20); (1,0); (4,3); (20,19); (29,27)",24,13,0.8,0.43333333333333335,0.6,9,3,0.2,0.3283582089552239,120.70833333333333,129.91666666666666,352.8333333333333,309.0833333333333,2.7916666666666665,751.9320436507937
